Status,Genres,Favorites,Popularity,Score,Chapters,Volumes,Ranked,link,Members,Authors,Serialization,Type,Published,name
 Finished,"['Action', 'Comedy', 'Ecchi', 'Shonen']", 0, #23043," 5.00, "," Unknown
	"," 1
	", #33106,http://myanimelist.net/manga/20032/G-on_Riders, 40,"['Ono, Toshihiro']",Dengeki Daioh, Manga, 2003 to ?,G-on Riders 
 Finished,"['Fantasy', 'Romance', 'Shojo']", 1, #8163," 7.09, "," 40
	"," 5
	", #9079,http://myanimelist.net/manga/8461/F.O.X, 510,"['A-Bao', 'Neko Krez']",Comic Fans, Manhua," Aug  9, 2002 to Jan  25, 2005",F.O.X 
 Finished,"
	  ", 0, #26261," 5.25, "," 12
	"," 1
	", #28094,http://myanimelist.net/manga/54511/F.S_ISM, 26,"['Egchi, Hiroshi']","
		None", Manga," Nov  5, 2008",F.S ISM 
 Finished,"['Drama', 'Romance', 'Psychological']", 16, #9395," 8.15, "," 1
	"," 1
	", #609,http://myanimelist.net/manga/23796/G-senjou_no_Maou_Comic_Anthology, 400,['Loose Boy'],"
		None", Manga," Sep  25, 2008",G-senjou no Maou Comic Anthology 
 Finished,"['Comedy', 'Seinen']", 0, #14578," 6.27, "," 1
	"," Unknown
	", #16765,http://myanimelist.net/manga/26676/F.P._Ageha, 154,"
		None",Young Jump, One-shot, 2009,F.P. Ageha 
 Finished,"
	  ", 0, #32072," 0.00, "," Unknown
	"," 1
	", #22194,http://myanimelist.net/manga/79027/Fabric_Motion, 12,"['Kj, Siam']","
		None", Manga, 2014,Fabric Motion 
 Finished,"['Action', 'Seinen']", 0, #11327," 7.12, "," Unknown
	"," 5
	", #8658,http://myanimelist.net/manga/9783/E.D.D, 279,"['Hashimoto, Eiji']",Young King OURs GH, Manga, 2006 to 2009,E.D.D 
 Finished,"
	  ", 0, #34885," 2.50, "," 7
	"," 1
	", #18909,http://myanimelist.net/manga/88531/E.Stage_Companions, 7,"['Ksahara, Kki']",Comic Pot, Manga, 1998 to 2002,E.Stage Companions 
 Finished,"
	  ", 1, #29666," 5.33, "," 8
	"," 1
	", #30427,http://myanimelist.net/manga/33645/E.re.ga, 17,"['Nishi, Keiko']","
		None", Manga, May 1990 to 1991,E.re.ga 
 Publishing,"['Adventre', 'Fantasy', 'Sci-Fi', 'Shojo', 'Spernatral']", 0, #24051," 6.00, "," Unknown
	"," Unknown
	", #32847,http://myanimelist.net/manga/20793/Facade, 35,"['Shinohara, Udo']",Wings, Manga, 1991 to ?,Facade 
 Finished,"['Sci-Fi', 'Shonen']", 0, #26633," 8.00, "," 16
	"," 3
	", #30180,http://myanimelist.net/manga/36885/E:capriccio, 25,"['Fjitani, Mkk']",Bessatsu Shounen Magazine, Manga," Mar  9, 2012 to Jun  7, 2013",E:capriccio 
 Finished,"['Mystery', 'Drama', 'Seinen']", 7, #8828," 7.67, "," 89
	"," 11
	", #2481,http://myanimelist.net/manga/846/Eagle, 447,"['Kawagchi, Kaiji']",Big Comic, Manga, 1997 to 2001,Eagle 
 Finished,"['Comedy', 'Slice of Life', 'Seinen']", 0, #29237," 7.00, "," 39
	"," 3
	", #31293,http://myanimelist.net/manga/27065/Radio_de_Go!, 18,['Nagmo.'],Manga Time Kirara Carat, Manga," May  28, 2007 to Jun  28, 2010",Radio de Go! 
 Publishing,"['School', 'Sci-Fi', 'Seinen']", 0, #14778," 6.91, "," Unknown
	"," Unknown
	", #11403,http://myanimelist.net/manga/34179/Radio_Heads, 148,"['Mkora, Hirokaz']",Young Jump, Manga, 2011 to ?,Radio Heads 
 Finished,"['Action', 'Sci-Fi']", 0, #34099," 0.00, "," Unknown
	"," 2
	", #25756,http://myanimelist.net/manga/65039/Rafnas, 9,"['Shirai, Ymiko']",Monthly Action, Manga," Dec  25, 2013 to Feb  25, 2015",Rafnas 
 Finished,"
	  ", 0, #19757," 6.29, "," 1
	"," Unknown
	", #16686,http://myanimelist.net/manga/40625/Rafu, 64,"['Miyabi, Tszr']",Comic Kairaku-ten, One-shot," May  29, 2012",Rafu 
 Finished,"['Comedy', 'Fantasy', 'Romance', 'School', 'Harem']", 0, #29598," 0.00, "," Unknown
	"," 3
	", #27208,http://myanimelist.net/manga/59281/Ragna_Crown, 17,"['Mikado, Tetsro', 'Shirota, Dai']","
		None", Novel," Nov  25, 2009 to May  25, 2010",Ragna Crown 
 Finished,"['Yaoi', 'Dojinshi']", 0, #28196," 5.63, "," 1
	"," 1
	", #23294,http://myanimelist.net/manga/74895/Rag_Lag, 20,"['Tskmo, Go']","
		None", Doujinshi," Oct  29, 2006",Rag Lag 
 Finished,"['Action', 'Mystery', 'Drama', 'Shojo']", 10, #2232," 7.56, "," 4
	"," 2
	", #3284,http://myanimelist.net/manga/7526/C-blossom:_Case_729," 2,211","['Fki, Hartoshi', 'Shimotski, Kayoko']",BetsuFure, Manga," Apr  28, 2005 to Oct  28, 2005",C-blossom: Case 729 
 Finished,"['Comedy', 'Drama', 'Ecchi', 'Hentai', 'Romance', 'Yaoi', 'Josei']", 1, #14162," 5.72, "," 10
	"," 1
	", #17597,http://myanimelist.net/manga/25610/C-, 166,"['Krosaki, Rendo']",Rakuen Le Paradis, Manga," Oct  29, 2009 to Apr  13, 2011",C- 
 Finished,"['Romance', 'Shojo']", 1, #14409," 6.92, "," Unknown
	"," 1
	", #11324,http://myanimelist.net/manga/11291/C-Kei_Otome_Renmei, 159,"
		None","
		None", Manga, Not available,C-Kei Otome Renmei 
 Finished,"['Action', 'Vampire', 'Spernatral']", 6, #16317," 7.06, "," Unknown
	"," 2
	", #9445,http://myanimelist.net/manga/21451/C-R-O-S-S, 113,"['Kmagai, Jn', 'Tsji, Yki']","
		None", Novel, Oct 2006 to Apr 2007,C-R-O-S-S 
 Finished,"['Drama', 'Hentai']", 0, #28124," 6.00, "," 6
	"," 1
	", #19967,http://myanimelist.net/manga/86687/Tachibana-san_Chi_no_Dansei_Jijou, 20,"['Jin', 'Ryo, Uehara']","
		None", Novel," Mar  18, 2015",Tachibana-san Chi no Dansei Jijou 
 Publishing,"['Comedy', 'Shojo Ai']", 0, #29796," 0.00, "," Unknown
	"," Unknown
	", #20169,http://myanimelist.net/manga/86420/Tachibanakan_Triangle, 16,['Merryhachi'],Comic Yuri Hime, Manga," Nov  18, 2014 to ?",Tachibanakan Triangle 
 Finished,"['Action', 'Sci-Fi', 'Seinen']", 40, #1700," 7.57, "," 18
	"," 2
	", #3214,http://myanimelist.net/manga/4421/C.A.T.," 2,831","['Pang, Fng Chin']","
		None", Manhua, Aug 2003 to Apr 2008,C.A.T. 
 Publishing,"['Adventre', 'Comedy', 'Mystery', 'Historical', 'Shonen', 'Psychological']", 12, #8336," 8.05, "," Unknown
	"," Unknown
	", #841,http://myanimelist.net/manga/10318/C.M.B._Shinra_Hakubutsukan_no_Jiken_Mokuroku, 492,"['Kato, Motohiro']",Shounen Magazine (Monthly), Manga," Sep  6, 2005 to ?",C.M.B. Shinra Hakubutsukan no Jiken Mokuroku 
 Finished,"
	  ", 0, #22734," 6.25, "," 1
	"," Unknown
	", #20763,http://myanimelist.net/manga/84635/Tachibana-san_Chi_no_Seikatsu, 41,"['Satski, Imonet']",Comic Tenma, One-shot," Oct  13, 2011",Tachibana-san Chi no Seikatsu 
 Finished,"['Action', 'Ecchi', 'Sci-Fi', 'Seinen']", 0, #28574," 5.00, "," 6
	"," 1
	", #22816,http://myanimelist.net/manga/76565/Dz, 19,"['Komi, Shinya', 'HiRock']",Miracle Jump, Manga," Apr  15, 2014 to Sep  16, 2014",D'z 
 Finished,"['Action', 'Sci-Fi', 'Shonen']", 1, #8969," 5.79, "," 20
	"," 3
	", #17557,http://myanimelist.net/manga/272/DV, 435,"['Fjima, Takya']",Magazine-Z, Manga, 2000 to 2002,D'V 
 Finished,"['Action', 'Fantasy', 'School']", 0, #27876," 7.00, "," 14
	"," 3
	", #26389,http://myanimelist.net/manga/62625/D-breaker, 21,"['Frit Pnch', 'Nikaido, Hiroshi']","
		None", Novel," Dec  25, 2009 to Jun  25, 2010",D-breaker 
 Finished,"['Drama', 'Romance', 'Sports', 'Seinen']", 23, #2587," 7.54, "," 54
	"," 5
	", #3482,http://myanimelist.net/manga/1640/D-ash," 1,938","['Akishige, Manab', 'Kitazawa, Miya']",Big Comic Spirits, Manga, 1997 to 1998,D-ash 
 Finished,"['Mystery', 'Fantasy']", 0, #30542," 9.00, "," Unknown
	"," 8
	", #25557,http://myanimelist.net/manga/65835/D-Crackers, 15,"['Azano, Kohei', 'Mrasaki, Hisato']","
		None", Novel, Nov 2000 to Jan 2004,D-Crackers 
 Finished,"
	  ", 0, #31244," 8.50, "," 20
	"," 4
	", #31976,http://myanimelist.net/manga/23439/Jaaku_no_Jack, 14,"
		None","
		None", Manga, Not available,Jaaku no Jack 
 Publishing,"['Action', 'Fantasy', 'Sci-Fi', 'Seinen']", 0, #29029," 5.00, "," Unknown
	"," Unknown
	", #22978,http://myanimelist.net/manga/76061/Jabberwocky_1914, 18,"['Hisa, Masato']",Nemesis, Manga," Jul  7, 2014 to ?",Jabberwocky 1914 
 Finished,"['Mystery', 'Fantasy']", 0, #32234," 0.00, "," Unknown
	"," 1
	", #25555,http://myanimelist.net/manga/65839/D-Crackers_Plus:_Sekai_-_After_Kingdom, 12,"['Azano, Kohei', 'Mrasaki, Hisato']","
		None", Novel, Dec 2007,D-Crackers Plus: Sekai - After Kingdom 
 Finished,"['Action', 'Fantasy', 'Sci-Fi', 'Seinen']", 1, #9733," 7.43, "," 30
	"," 7
	", #4607,http://myanimelist.net/manga/18068/Jabberwocky, 375,"['Hisa, Masato']",Magazine-Z, Manga," Aug  27, 2006 to Jan 2009",Jabberwocky 
 Publishing,"['Comedy', 'Shojo Ai', 'Josei', 'Gender Bender']", 0, #13456," 6.71, "," Unknown
	"," Unknown
	", #13685,http://myanimelist.net/manga/61727/I_Girl, 188,"['Nakahara, Momota']",Cookie, Manga," Mar  26, 2012 to ?",I Girl 
 Publishing,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shonen', 'Sper Power', 'Spernatral']", 5, #7842," 7.42, "," Unknown
	"," Unknown
	", #4683,http://myanimelist.net/manga/47072/I_Dont_Want_This_Kind_of_Hero, 538,['Samchon'],Naver Webtoon, Manhwa," Nov  2, 2011 to ?",I Don't Want This Kind of Hero 
 Finished,"['Shojo', 'Shonen Ai']", 0, #29238," 5.00, "," 5
	"," 1
	", #31416,http://myanimelist.net/manga/26110/I_gotta_believe!_~Ore_Nara_Dekiru_sa~, 18,"['Isaki, Yaska']",Ichibansuki, Manga," Mar  24, 1998 to Jan  24, 1999",I gotta believe! ~Ore Nara Dekiru sa~ 
 Finished,"['Comedy', 'Ecchi']", 1, #8487," 5.74, "," 1
	"," Unknown
	", #17591,http://myanimelist.net/manga/13375/I_Dont_Know_What_I_Dont_Know, 477,"['Ono, Toshihiro']","
		None", One-shot, Not available,I Don't Know What I Don't Know 
 Finished,"['Comedy', 'Shojo']", 0, #26703," 5.33, "," 1
	"," Unknown
	", #33732,http://myanimelist.net/manga/17415/I_Know_What_He_Is, 25,"['Jang, So-Yong']",Issue, Manhwa," Sep  25, 2009",I Know What He Is 
 Finished,"['Drama', 'Romance', 'Shonen Ai']", 0, #19418," 6.92, "," 1
	"," Unknown
	", #11236,http://myanimelist.net/manga/83687/I_Hate, 67,"['Natsme, Kazki']",Cab, One-shot," May  26, 2014",I Hate 
 Finished,"
	  ", 2, #15617," 6.87, "," 8
	"," 1
	", #11907,http://myanimelist.net/manga/22463/Paipain, 128,"['Saida, Kazaki']",Angel Club, Manga," Aug  29, 2009 to May  29, 2010",Paipain 
 Finished,"['Action', 'Adventre', 'Fantasy', 'Historical', 'Seinen']", 0, #4907," 7.06, "," 26
	"," 3
	", #9458,http://myanimelist.net/manga/16793/Painting_Warriors," 1,007","['Sen, Wai Kwan']","
		None", Manhua, Oct 2009 to ?,Painting Warriors 
 Finished,"
	  ", 0, #19290," 5.80, "," 1
	"," Unknown
	", #17544,http://myanimelist.net/manga/28543/Pairing, 69,['Nishieda'],Comic Kairaku-ten Beast, One-shot," Apr  14, 2010",Pairing 
 Finished,"
	  ", 1, #15572," 6.19, "," 11
	"," 1
	", #17004,http://myanimelist.net/manga/26043/Paizuri_Hime, 129,"['Tenzaki, Kanna']","
		None", Manga," May  15, 2005",Paizuri Hime 
 Finished,"['Slice of Life', 'Seinen']", 0, #24484," 8.00, "," Unknown
	"," 9
	", #31451,http://myanimelist.net/manga/25881/Paji, 33,"['Mrakami, Takashi']",Young Jump, Manga, 1999 to 2004,Paji 
 Finished,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'School', 'Shonen', 'Spernatral']", 15, #1238," 7.14, "," 26
	"," 3
	", #8317,http://myanimelist.net/manga/35075/Pajama_na_Kanojo.," 3,761","['Hamada, Koske']",Shounen Jump (Weekly), Manga," Feb  27, 2012 to Sep  3, 2012",Pajama na Kanojo. 
 Finished,"['Fantasy', 'Romance', 'Vampire']", 0, #27191," 6.00, "," Unknown
	"," 1
	", #28037,http://myanimelist.net/manga/54951/Vampire_Erotics, 23,"['Nangok, Banana', 'Mito, Izmi']","
		None", Novel, Jan 2013,Vampire Erotics 
 Finished,"['Horror', 'School', 'Shojo Ai']", 1, #11198," 6.26, "," 1
	"," Unknown
	", #16796,http://myanimelist.net/manga/57073/Vampire_Girl, 285,"['Tanaka, Minor']",Comic Yuri Hime, One-shot," Mar  31, 2011",Vampire Girl 
 Publishing,"['Demons', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi', 'Vampire']", 103, #3530," 8.12, "," Unknown
	"," Unknown
	", #694,http://myanimelist.net/manga/1360/Vampire_Hunter_D," 1,409","['Kikchi, Hideyki', 'Amano, Yoshitaka']","
		None", Novel, 1983 to ?,Vampire Hunter D 
 Finished,"['Fantasy', 'Hentai']", 0, #35420," 0.00, "," 4
	"," 1
	", #20539,http://myanimelist.net/manga/85625/Ma_no_Hiryuu_Gundan:_Princess_Road, 6,"['Tennoji, Kitsne', 'Hoshino, Pierce']","
		None", Novel, Nov 1993,Ma no Hiryuu Gundan: Princess Road 
 Finished,"['Fantasy', 'Hentai', 'Spernatral']", 0, #19648," 6.61, "," 8
	"," 1
	", #30073,http://myanimelist.net/manga/38247/Ma_ga_Ochiru_Yoru:_Demonic_Imitator, 65,['Rogan'],"
		None", Manga," Jul  24, 2009",Ma ga Ochiru Yoru: Demonic Imitator 
 Finished,"['Comedy', 'Horror', 'Shojo', 'Vampire']", 92, #2925," 7.63, "," 49
	"," 6
	", #2748,http://myanimelist.net/manga/561/Vampire_Doll:_Guilt-na-Zan," 1,710","['Kari, Erika']",Zero-Sum WARD, Manga," 2004 to Sep  16, 2008",Vampire Doll: Guilt-na-Zan 
 Finished,"['Hentai', 'Spernatral']", 0, #31653," 0.00, "," 7
	"," 1
	", #26013,http://myanimelist.net/manga/63915/Ma_no_Kougyoku_Rose_Marie:_Jubaku_no_Hanayome, 13,"['Kamishiro, Midorimar', 'Utssemi']","
		None", Novel," Jun  12, 2006",Ma no Kougyoku Rose Marie: Jubaku no Hanayome 
 Finished,"['Horror', 'Shojo']", 5, #5519," 7.24, "," 8
	"," 1
	", #6925,http://myanimelist.net/manga/52435/Ma_no_Kakera, 864,"['Ito, Jnji']",Nemuki, Manga," Apr  13, 2013 to Apr  12, 2014",Ma no Kakera 
 Finished,"['Adventre', 'Comedy', 'Shojo']", 176, #1007," 7.77, "," 92
	"," 15
	", #1854,http://myanimelist.net/manga/562/Vampire_Game," 4,440",['Jdal'],Wings, Manga, Nov 1996 to Nov 2004,Vampire Game 
 Finished,"['School', 'Yaoi']", 0, #22303," 5.75, "," 5
	"," 1
	", #29666,http://myanimelist.net/manga/42003/Nagai_Aida_Kimi_wo_Mite_Ita, 44,"['Enomoto, Nariko']",Magazine Be x Boy, Manga," Sep  10, 2011",Nagai Aida Kimi wo Mite Ita 
 Finished,"
	  ", 0, #10774," 7.25, "," Unknown
	"," 8
	", #6829,http://myanimelist.net/manga/18742/Nae-soong_9th_grade_Project, 310,"['Han, Y-Rang']","
		None", Manhwa, Not available,Nae-soong 9th grade Project 
 Finished,"
	  ", 1, #26110," 7.33, "," Unknown
	"," 3
	", #35372,http://myanimelist.net/manga/8718/Nagai_Go_Ecchi_Manga_Selection, 27,"['Nagai, Go']","
		None", Manga, 2003 to ?,Nagai Go Ecchi Manga Selection 
 Publishing,"['Action', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Shonen Ai']", 19, #5964," 7.97, "," Unknown
	"," Unknown
	", #1059,http://myanimelist.net/manga/5489/Ma_Series, 784,"['Matsmoto, Temari', 'Takabayashi, Tomo']","
		None", Novel, Nov 2000 to ?,Ma Series 
 Finished,"['Comedy', 'Slice of Life']", 0, #18796," 7.40, "," 9
	"," 1
	", #31292,http://myanimelist.net/manga/27083/Nagai_Michi, 75,"['Kono, Fmiyo']",Jour Suteki na Shufutachi, Manga, Mar 2001 to Dec 2004,Nagai Michi 
 Finished,"['Adventre', 'Fantasy']", 0, #27484," 5.67, "," 12
	"," 1
	", #24259,http://myanimelist.net/manga/71215/Nagagutsu_wo_Haita_Neko, 22,"['Miyazaki, Hayao']","
		None", Manga, Jan 1969 to Mar 1969,Nagagutsu wo Haita Neko 
 Finished,"['Fantasy', 'Shonen Ai']", 0, #10747," 7.05, "," 7
	"," 1
	", #9626,http://myanimelist.net/manga/2953/Nagaraja, 312,['Lee'],"
		None", Manga, Not available,Nagaraja 
 Finished,"
	  ", 2, #6912," 6.84, "," 7
	"," 1
	", #12350,http://myanimelist.net/manga/282/La_Vie_en_Rose, 647,"['Yamada, Sakrako']","
		None", Manga, 2005 to ?,La Vie en Rose 
 Finished,"['Comedy', 'Romance', 'Slice of Life']", 0, #21080," 6.63, "," Unknown
	"," 2
	", #35628,http://myanimelist.net/manga/7447/La_vie_en_rose, 53,"
		None",Princess, Manga," Mar  20, 1998 to ?",La vie en rose 
 Publishing,"
	  ", 0, #31487," 0.00, "," Unknown
	"," Unknown
	", #22358,http://myanimelist.net/manga/78381/Labradorite_Ressence, 13,['ymz'],ihr hertZ, Manga," Jan  31, 2014 to ?",Labradorite Ressence 
 Finished,"['Comedy', 'Ecchi', 'Seinen']", 0, #23610," 6.25, "," Unknown
	"," 2
	", #32141,http://myanimelist.net/manga/22731/Labian_Extase, 37,"['Kaneda, Mario', 'Inoe, Toshiki']",Ultra Jump Egg, Manga," Mar  19, 2008 to 2009",Labian Extase 
 Finished,"
	  ", 4, #11174," 7.17, "," Unknown
	"," 13
	", #7934,http://myanimelist.net/manga/15937/Ladies_versus_Butlers!, 287,"['Kozki, Tskasa', 'Mny']",Dengeki Bunko Magazine, Novel," Sep  10, 2006 to Mar  10, 2012",Ladies versus Butlers! 
 Finished,"
	  ", 0, #27397," 5.78, "," 1
	"," Unknown
	", #20048,http://myanimelist.net/manga/86559/Zatsu_Ane, 22,"['Cle, Masahiro']",Comic Megastore H, One-shot," Mar  1, 2008",Zatsu Ane 
 Finished,"['Shonen Ai', 'Yaoi']", 0, #10056," 7.18, "," 11
	"," 1
	", #7775,http://myanimelist.net/manga/20258/Ze_Fan_Book, 354,"['Shimiz, Yki', 'Monchi, Kaori', 'Natsme, Isak', 'Fjikawa, Toko', 'Kitakami, Ren', 'Kitazawa, Kyo', 'Ksama, Sakae', 'Ogra, Mk', 'Kobato, Mebar', 'Hashimoto, Aoi']","
		None", Manga," Apr  24, 2010",Ze Fan Book 
 Finished,"['Comedy', 'Drama', 'Yaoi', 'Spernatral']", 0, #15900," 7.33, "," Unknown
	"," 1
	", #5717,http://myanimelist.net/manga/79373/Ze:_Kami_no_Hon, 121,"['Shimiz, Yki']",Dear+, Manga," May  30, 2012",Ze: Kami no Hon 
 Finished,"['Comedy', 'Drama', 'Yaoi', 'Spernatral']", 56, #2817," 8.18, "," 60
	"," 11
	", #553,http://myanimelist.net/manga/3954/Ze," 1,779","['Shimiz, Yki']",Dear+, Manga, 2004 to 2011,Ze 
 Finished,"['Yaoi', 'Dojinshi']", 2, #6607," 6.71, "," 1
	"," 1
	", #13729,http://myanimelist.net/manga/17414/S-ka_Chuuihou!, 686,"['Minami, Harka']","
		None", Doujinshi," Dec  30, 2008",S-ka Chuuihou! 
 Finished,"
	  ", 1, #20546," 5.41, "," 9
	"," 1
	", #30740,http://myanimelist.net/manga/30775/S-Kano, 57,"[""Yzki N'""]",Men's Young, Manga," Sep  30, 2006 to Oct  30, 2009",S-Kano 
 Finished,"['Hentai', 'Dojinshi']", 0, #18762," 7.02, "," Unknown
	"," 1
	", #9924,http://myanimelist.net/manga/56027/S-kke_Mama_no_Kibishii_Kozukuri_Seikyouiku, 75,['DAIGO'],"
		None", Doujinshi," Apr  28, 2013",S-kke Mama no Kibishii Kozukuri Seikyouiku 
 Finished,"
	  ", 0, #35875," 0.00, "," Unknown
	"," 1
	", #19364,http://myanimelist.net/manga/87757/S-kei_Joushi_to_Himitsu_no_Koukan_Jouken, 3,"['Sgahara, Ry', 'Makihara, Maki']","
		None", Novel," Jun  25, 2014",S-kei Joushi to Himitsu no Koukan Jouken 
 Finished,"['Romance', 'Shojo']", 0, #9493," 7.22, "," 5
	"," 1
	", #7242,http://myanimelist.net/manga/19964/S-kei_Kareshi_Zukan!, 393,"['Yoshino, Mari', 'Masaki, Soko', 'Sako, Watari', 'Minazki, Ren', 'Sgata, Uri', 'Kohak, Kana']",Dessert, Manga," Apr  24, 1999 to May  23, 2007",S-kei Kareshi Zukan! 
 Finished,"['Romance', 'School', 'Shojo Ai']", 4, #6669," 7.88, "," 5
	"," 1
	", #1320,http://myanimelist.net/manga/76323/Obentou_to_Kase-san., 676,"['Takashima, Hiromi']","Hirari,", Manga," Nov  30, 2012 to Mar  29, 2014",Obentou to Kase-san. 
 Finished,"['Action', 'Drama', 'Romance', 'Shojo']", 2, #4796," 6.86, "," 4
	"," 1
	", #12010,http://myanimelist.net/manga/47002/Obito_no_Hime_to_Kubinashi_Kishi," 1,033","['Mtski, Kei', 'Aozaki, Rits']",Asuka (Monthly), Manga," Oct  24, 2012 to Jan  24, 2013",Obito no Hime to Kubinashi Kishi 
 Publishing,"['Action', 'Drama', 'Romance']", 0, #20995," 6.33, "," Unknown
	"," Unknown
	", #26070,http://myanimelist.net/manga/63737/Obito_no_Hime_to_Kubinashi_Kishi, 53,"['Tagra, Tohr', 'Mtski, Kei']","
		None", Novel," Aug  31, 2011 to ?",Obito no Hime to Kubinashi Kishi 
 Finished,"['School', 'Shonen Ai', 'Yaoi']", 1, #8193," 6.74, "," 6
	"," 1
	", #13432,http://myanimelist.net/manga/12210/Obocchama_ni_wa_Wakarumai, 507,"['Takahashi, Y']","
		None", Manga, Not available,Obocchama ni wa Wakarumai 
 Finished,"['Romance', 'School', 'Josei']", 2, #6736," 6.86, "," 6
	"," 1
	", #12065,http://myanimelist.net/manga/12063/Object_of_Desire, 668,"['Nogchi, Tomoko']","
		None", Manga," Jan  24, 2008 to ?",Object of Desire 
 Finished,"['Romance', 'Shojo']", 1, #4717," 6.94, "," 5
	"," 1
	", #11021,http://myanimelist.net/manga/17648/Obocchama_no_Otanoshimi," 1,052","['Morita, Fji']","
		None", Manga, Not available,Obocchama no Otanoshimi 
 Publishing,"['Comedy', 'Shonen', 'Slice of Life', 'Spernatral']", 0, #20519," 7.63, "," Unknown
	"," Unknown
	", #28577,http://myanimelist.net/manga/52169/Uchi_no_Maid_wa_Futeikei, 57,"['Ayakra, J', 'Shizkawa, Tasso', 'Morise, Ryo']","
		None", Novel," Jun  10, 2010 to ?",Uchi no Maid wa Futeikei 
 Finished,"['Action', 'Spernatral', 'Seinen']", 0, #24985," 8.00, "," 1
	"," Unknown
	", #32968,http://myanimelist.net/manga/20445/Yaki, 31,['Ritshiro'],Comic Avarus, One-shot, Mar 2009,Yaki 
 Finished,"['Comedy', 'Drama', 'Fantasy', 'Parody', 'Shonen']", 223, #544," 7.77, "," 242
	"," 26
	", #1853,http://myanimelist.net/manga/653/Yakitate!!_Japan," 7,453","['Hashigchi, Takashi']",Shounen Sunday, Manga," Mar  18, 2002 to Jan  10, 2007",Yakitate!! Japan 
 Finished,"['Romance', 'School', 'Shojo']", 0, #16456," 6.34, "," 6
	"," 1
	", #16467,http://myanimelist.net/manga/46354/Yakimochi_Yaki_na_Koi_Monogatari, 110,"['Yoshinaga, Noriko', 'Shimaki, Ako', 'Osakabe, Mashin', 'Kitagawa, Miyki', 'Fjiwara, Yoshiko', 'Nakahara, Migiwa']",Cheese!, Manga, 2001,Yakimochi Yaki na Koi Monogatari 
 Publishing,"['Comedy', 'Slice of Life', 'Spernatral']", 7, #4455," 7.83, "," Unknown
	"," Unknown
	", #1524,http://myanimelist.net/manga/80711/Uchi_no_Maou_Kamimasen_yo," 1,125",['Otosan'],Gangan Online, Manga," Jul  3, 2014 to ?",Uchi no Maou Kamimasen yo 
 Finished,"['Hentai', 'Harem']", 0, #33940," 0.00, "," Unknown
	"," 1
	", #22825,http://myanimelist.net/manga/76533/Uchi_no_Maid_wa_Maid_na_Idol!, 9,"['Araoshi, Y', 'Shima, Chiyo']","
		None", Novel," Oct  16, 2012",Uchi no Maid wa Maid na Idol! 
 Finished,"['Magic', 'Romance', 'School']", 0, #27861," 0.00, "," Unknown
	"," 3
	", #25726,http://myanimelist.net/manga/65167/Uchi_no_Majo_Shirimasen_ka, 21,"['CUTEG', 'Yamakawa, Ssm']","
		None", Novel," Jan  18, 2011 to Apr  18, 2012",Uchi no Majo Shirimasen ka? 
 Finished,"
	  ", 0, #16694," 6.66, "," 10
	"," 1
	", #14182,http://myanimelist.net/manga/68495/Queens_Game, 105,['Shimimar'],Comic Hotmilk, Manga," Apr  2, 2012 to Jan  14, 2014",Queens Game 
 Finished,"
	  ", 0, #25113," 7.00, "," 7
	"," 1
	", #25433,http://myanimelist.net/manga/66367/Wagamama_Mille-Feuille, 30,['Chisako'],Comic Yuri Hime, Manga," Oct  18, 2012",Wagamama Mille-Feuille 
 Finished,"['Comedy', 'Ecchi', 'Romance', 'Spernatral']", 0, #33125," 0.00, "," Unknown
	"," 1
	", #18543,http://myanimelist.net/manga/89253/Uchi_no_Miko_ga_Ichiban_Kawaii!, 10,"['Hayazka, Katsya', 'Shona, Mitsishi']","
		None", Novel," May  20, 2015",Uchi no Miko ga Ichiban Kawaii! 
 Finished,"['Drama', 'Romance', 'Shojo']", 3, #5138," 6.62, "," 4
	"," 1
	", #14613,http://myanimelist.net/manga/4547/Wagamama_na_Butler, 948,"['Osakabe, Mashin']",Cheese!, Manga, 2007,Wagamama na Butler 
 Finished,"
	  ", 0, #27286," 6.75, "," Unknown
	"," 1
	", #32504,http://myanimelist.net/manga/21817/QUIETUS, 23,['Harki'],"
		None", Manga, Sep 2001,QUIETUS 
 Finished,"
	  ", 0, #26977," 5.50, "," Unknown
	"," 1
	", #32821,http://myanimelist.net/manga/20833/Quiet_Room_ni_Youkoso, 24,"['Ueno, Ai']",Chorus, Manga, 2007 to ?,Quiet Room ni Youkoso 
 Finished,"['Comedy', 'School', 'Shonen']", 0, #24924," 8.00, "," 12
	"," 2
	", #28665,http://myanimelist.net/manga/51131/Yakeppachi_no_Maria, 31,"['Tezka, Osam']",Shounen Champion, Manga," Apr  15, 1970 to Nov  16, 1970",Yakeppachi no Maria 
 Publishing,"['Comedy', 'Game', 'School']", 0, #13837," 7.00, "," Unknown
	"," Unknown
	", #10199,http://myanimelist.net/manga/54829/Quick_Start!!, 176,"['Adachi, Yoske']","
		None", Manga, Not available,Quick Start!! 
