Status,Genres,Favorites,Popularity,Score,Chapters,Volumes,Ranked,link,Members,Authors,Serialization,Type,Published,name
 Finished,"
	  ", 2, #8454," 7.13, "," 4
	"," 1
	", #8523,http://myanimelist.net/manga/4265/LEtoile_Solitaire, 480,"['Ogami, Yno']",June Comics Piace Series, Manga," Oct  15, 2007",L'Etoile Solitaire 
 Finished,"['Dementia', 'Romance', 'School', 'Slice of Life']", 1, #19385," 7.78, "," 40
	"," 2
	", #33934,http://myanimelist.net/manga/16565/Lidiota, 68,"
		None","
		None", Manhwa, 2004 to 2005,L'idiota 
 Finished,"['Sci-Fi', 'Shojo']", 0, #26413," 7.50, "," Unknown
	"," 1
	", #35933,http://myanimelist.net/manga/4266/LOiseau_Bleu, 26,"['Momokawa, Harhiko']",Wings, Manga, Dec 2000 to Apr 2001,L'Oiseau Bleu 
 Finished,"['Action', 'Drama', 'Mecha', 'Sci-Fi']", 1, #28919," 8.00, "," 38
	"," 6
	", #18947,http://myanimelist.net/manga/88436/Zanmataisei_Demonbane, 18,"['Nitro+', 'Szkaze, Ryo', 'Frhashi, Hideyki', 'Ni\03b8']","
		None", Novel," Oct  1, 2003 to Jan  1, 2007",Zanmataisei Demonbane 
 Publishing,"['Ecchi', 'Seinen']", 0, #24252," 0.00, "," Unknown
	"," Unknown
	", #31085,http://myanimelist.net/manga/28387/Zannen_Kunoichi_Den, 34,['Kaishak'],FlexComix Next, Manga, 2010 to ?,Zannen Kunoichi Den 
 Finished,"
	  No genres have been added yet.", 1, #23264," 7.33, "," 1
	"," Unknown
	", #35935,http://myanimelist.net/manga/4263/LArc~en~Ciel_Maximum, 39,"['Sakrai, Soshi']","
		None", Manga, 2000 to ?,L'Arc~en~Ciel Maximum 
 Finished,"['Ecchi', 'Fantasy']", 1, #21436," 6.17, "," Unknown
	"," 3
	", #33041,http://myanimelist.net/manga/20285/Zanma_Kenden, 50,"['Itoh, Sei']","
		None", Manga, 1996 to 1997,Zanma Kenden 
 Finished,"
	  ", 0, #20089," 5.92, "," 1
	"," Unknown
	", #31001,http://myanimelist.net/manga/28991/Zannen_na_Hakoniwa, 61,"['Kagrazaka, Hanko']",Reijin, One-shot," Apr  9, 2010",Zannen na Hakoniwa 
 Finished,"['Shojo', 'Sports']", 1, #16852," 6.97, "," 15
	"," 3
	", #10670,http://myanimelist.net/manga/13679/S, 103,"['Mizshiro, Setona']",Princess, Manga, Feb 2003 to Apr 2004,S 
 Finished,"
	  ", 0, #26420," 5.80, "," 1
	"," Unknown
	", #18293,http://myanimelist.net/manga/89664/S_Ane, 25,['Makro'],Comic Ero-tama, One-shot," Mar  27, 2015",S Ane 
 Finished,"['Romance', 'Josei']", 0, #32561," 5.00, "," 5
	"," 1
	", #19989,http://myanimelist.net/manga/86651/S_dake_ja_Tarinai, 11,"['Kisaragi, Hiiro']",Petit Comic, Manga," Aug  8, 2011 to Dec  8, 2014",S dake ja Tarinai 
 Finished,"
	  ", 0, #25304," 6.00, "," 1
	"," Unknown
	", #20878,http://myanimelist.net/manga/84183/S_Joshi-kai, 29,['Piririnegi'],Girls forM, One-shot," Sep  30, 2014",S Joshi-kai 
 Finished,"
	  ", 0, #32490," 6.00, "," 9
	"," 1
	", #18767,http://myanimelist.net/manga/88809/Zannen_Girls, 11,"['Yanagi, Masashi']",Action Pizazz DX, Manga," Jun  7, 2014 to Jan  7, 2015",Zannen Girls 
 Finished,"
	  ", 0, #21023," 6.57, "," 1
	"," Unknown
	", #30041,http://myanimelist.net/manga/38409/S_kara_Hajimaru, 53,['Satets'],Comic LO, One-shot," Jul  21, 2011",S kara Hajimaru 
 Finished,"['Romance', 'Shojo']", 6, #3515," 7.17, "," 27
	"," 7
	", #7935,http://myanimelist.net/manga/15398/S_Kareshi_Joujou," 1,415","['Anisaki, Yna', 'Momoshiro']",Comic Mahou no iLand, Manga," Apr  24, 2008 to Jul  24, 2010",S Kareshi Joujou 
 Finished,"['Comedy', 'Shonen Ai', 'Gender Bender']", 1, #12962," 7.26, "," Unknown
	"," 2
	", #6729,http://myanimelist.net/manga/8369/O-Guts!, 207,"['Mari, Hirai']",LaLa, Manga, 2003 to ?,O-Guts! 
 Publishing,"['School', 'Shojo Ai']", 1, #16738," 7.54, "," Unknown
	"," Unknown
	", #18847,http://myanimelist.net/manga/88660/Yagate_Kimi_ni_Naru, 104,"['Nakatani, Nio']",Dengeki Daioh, Manga," Apr  27, 2015 to ?",Yagate Kimi ni Naru 
 Finished,"['Romance', 'Slice of Life', 'Josei']", 0, #28309," 7.50, "," 7
	"," 1
	", #27979,http://myanimelist.net/manga/55191/O_to_K_no_Aida, 20,"['Hirao, Ari']",Comic Spica, Manga," Nov  25, 2011 to May  28, 2012",O to K no Aida 
 Finished,"['Action', 'School', 'Shojo']", 0, #26289," 7.00, "," Unknown
	"," 2
	", #29164,http://myanimelist.net/manga/45839/O*G*A_Onigokko_Royal, 26,"['Terai, Akane']",Asuka (Monthly), Manga," Jun  24, 2011 to Feb  24, 2012",O*G*A Onigokko Royal 
 Publishing,"['Comedy', 'Slice of Life']", 0, #31769," 0.00, "," Unknown
	"," 2
	", #30297,http://myanimelist.net/manga/35359/O.Shi.Go.To., 13,"['Shiriagari, Kotobki']","
		None", Manga," Mar  25, 2010 to Apr  22, 2010",O.Shi.Go.To. 
 Finished,"['Romance', 'School', 'Yaoi', 'Slice of Life']", 2, #4685," 8.02, "," 11
	"," 2
	", #907,http://myanimelist.net/manga/39565/O.B.," 1,061","['Nakamra, Asmiko']",Opera, Manga," Apr  27, 2012 to Dec  27, 2013",O.B. 
 Publishing,"['Action', 'Romance', 'School', 'Harem', 'Spernatral']", 0, #24428," 0.00, "," Unknown
	"," Unknown
	", #28579,http://myanimelist.net/manga/52165/Yagate_Maken_no_Alicebell, 33,"['Akamats, Chgak', 'Ur, Gekka']","
		None", Novel," Sep  10, 2012 to ?",Yagate Maken no Alicebell 
 Publishing,"['Action', 'Romance', 'School', 'Harem', 'Spernatral']", 0, #23689," 7.29, "," Unknown
	"," Unknown
	", #21615,http://myanimelist.net/manga/81383/Yagate_Maken_no_Alicebell, 36,"['Akamats, Chgak', 'Daiske, Takino']",Dengeki G's Comic, Manga," Apr  30, 2014 to ?",Yagate Maken no Alicebell 
 Finished,"
	  ", 0, #29940," 4.75, "," 1
	"," Unknown
	", #24338,http://myanimelist.net/manga/70873/Yagura_no_Futari, 16,['Sanbaso'],Comic Kairaku-ten Beast, One-shot," Oct  14, 2009",Yagura no Futari 
 Finished,"
	  ", 0, #25503," 7.13, "," Unknown
	"," 14
	", #33807,http://myanimelist.net/manga/17006/Uch%C5%ABjin_Tanaka_Tar%C5%8D, 29,"
		None",Coro Coro Comic, Manga, Aug 1998 to Sep 2004,Uchūjin Tanaka Tarō 
 Finished,"
	  ", 0, #12595," 7.03, "," 8
	"," 1
	", #9819,http://myanimelist.net/manga/32015/Yagate_Ai_ni_Naru, 221,['est em'],Cab, Manga," Oct  20, 2009 to Apr  25, 2011","Yagate, Ai ni Naru "
 Finished,"['Romance', 'Shojo']", 0, #27498," 7.00, "," 12
	"," 2
	", #25277,http://myanimelist.net/manga/67017/Uchi_de_Ocha_demo., 22,"['Tskioka, Yasko']",LaLa DX, Manga," Jun  10, 2011 to Apr  10, 2012","Uchi de, Ocha demo. "
 Finished,"['Drama', 'School', 'Shonen']", 0, #27029," 9.00, "," 7
	"," 1
	", #17983,http://myanimelist.net/manga/90197/Yagiza_no_Yuujin, 23,"['Ots-Ichi', 'Miyokawa, Masar']",Shounen Jump+, Manga," Oct  18, 2014 to Apr  25, 2015",Yagiza no Yuujin 
 Finished,"['Romance', 'Slice of Life', 'Seinen']", 0, #24104," 7.00, "," 81
	"," 7
	", #20238,http://myanimelist.net/manga/86300/Uchi_ni_Oide_yo, 34,"['Hara, Hidenori']",Young Sunday (Weekly), Manga, 1990 to 1994,Uchi ni Oide yo 
 Finished,"
	  ", 0, #17007," 6.58, "," 8
	"," 1
	", #14899,http://myanimelist.net/manga/30691/Uchi_Hame!, 100,"['Kobayashi, Yokoh']",Angel Club, Manga," Feb  17, 2011",Uchi Hame! 
 Finished,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Romance']", 0, #27169," 6.00, "," Unknown
	"," 2
	", #27448,http://myanimelist.net/manga/58081/XIII-ban_no_Tarot_Sorceress, 23,"['Teshima, Fminori', 'Kirino, Kasm']","
		None", Novel," Feb  18, 2012 to Jun  20, 2012",XIII-ban no Tarot Sorceress 
 Publishing,"['Action', 'Adventre', 'Fantasy', 'Shonen']", 1, #26387," 0.00, "," Unknown
	"," Unknown
	", #34669,http://myanimelist.net/manga/12890/Xiphos_-_Shinsekai_no_Bohyou, 26,"['Yiga, Sator']",GFantasy, Manga, Jan 2004 to ?,Xiphos - Shinsekai no Bohyou 
 Finished,"
	  ", 0, #12458," 6.82, "," 6
	"," 1
	", #12568,http://myanimelist.net/manga/2393/Uchi_ni_oideyo, 227,"['Ebihara, Yri']","
		None", Manga, 2003 to ?,Uchi ni oideyo 
 Publishing,"['Adventre', 'Fantasy', 'Historical', 'Shojo']", 2, #8256," 7.09, "," Unknown
	"," Unknown
	", #9073,http://myanimelist.net/manga/10797/Xing_Gui_Shi_Tian_Kong_De_Dao_Lu, 501,"['Chry', 'Feng Xi, Shen Lei']","
		None", Manhua, 2008 to ?,Xing Gui Shi Tian Kong De Dao Lu 
 Finished,"['Action', 'Adventre', 'Comedy', 'Mecha', 'Sci-Fi']", 0, #27246," 10.00, "," Unknown
	"," 2
	", #30397,http://myanimelist.net/manga/34025/Wadachi, 23,"['Matsmoto, Leiji']","
		None", Manga, Not available,Wadachi 
 Publishing,"['Adventre', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Shojo']", 0, #12432," 7.03, "," Unknown
	"," Unknown
	", #9839,http://myanimelist.net/manga/18497/Xia_Ke_Xing, 228,"
		None","
		None", Manhua, 2007 to ?,Xia Ke Xing 
 Finished,"['Action', 'Adventre', 'Sci-Fi', 'Shonen']", 15, #4105," 7.41, "," 35
	"," 5
	", #4869,http://myanimelist.net/manga/1562/XS_Hybrid," 1,222","['Song, Ji-Hyng']","
		None", Manhwa, 2003 to ?,XS Hybrid 
 Finished,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Romance', 'School', 'Harem', 'Spernatral']", 8, #1924," 6.98, "," 17
	"," 3
	", #10506,http://myanimelist.net/manga/27629/XO_Sisters," 2,535","['Park, Seong-S', 'Hwang, Seong-Won']",Chance, Manhwa," Jul  8, 2011 to 2012",XO Sisters 
 Finished,"['Comedy', 'School', 'Slice of Life', 'Seinen']", 0, #29168," 7.00, "," Unknown
	"," 2
	", #27723,http://myanimelist.net/manga/56503/Wadaiko%E2%80%A0Girls, 18,['Stahiro'],Monthly Action, Manga," Jul  25, 2013 to Jul  25, 2014",Wadaiko†Girls 
 Publishing,"
	  ", 0, #21505," 5.92, "," Unknown
	"," Unknown
	", #25905,http://myanimelist.net/manga/64361/QooPA, 49,"['SHIUN', 'Kishibe', 'Mizone']","
		None", Manga," Sep  28, 2013 to ?",QooPA 
 Finished,"['Action', 'Adventre', 'Ecchi', 'Sci-Fi', 'Shonen', 'Gender Bender']", 1, #9797," 6.13, "," 15
	"," 2
	", #17148,http://myanimelist.net/manga/13643/Wadatsumi, 370,"['Kotoyoshi, Ymiske']",Ace Next, Manga," Jan  10, 2000 to Mar  10, 2001",Wadatsumi 
 Finished,"
	  ", 0, #22624," 6.13, "," 6
	"," 1
	", #29285,http://myanimelist.net/manga/45045/Waga_Itoshi_no_Doctor, 42,"['Kinoshita, Keiko']",Chara, Manga," Jun  25, 2009",Waga Itoshi no Doctor 
 Publishing,"
	  ", 0, #30315," 0.00, "," Unknown
	"," Unknown
	", #20591,http://myanimelist.net/manga/85341/Waga_Hero_no_Tame_no_Alchemuls, 15,"['Ooizmi, Takashi', 'Ogchi']","
		None", Novel," Feb  18, 2015 to ?",Waga Hero no Tame no Alchemuls 
 Finished,"['Adventre', 'Mystery', 'Drama', 'Romance', 'Shojo', 'Sper Power', 'Spernatral']", 1, #21744," 7.38, "," Unknown
	"," 2
	", #33483,http://myanimelist.net/manga/18496/QP, 48,"['Ooya, Kazmi']","
		None", Manga, 1990 to ?,QP 
 Finished,"['Action', 'Drama', 'School', 'Seinen']", 8, #5836," 7.80, "," 54
	"," 8
	", #1677,http://myanimelist.net/manga/17145/QP, 805,"['Takahashi, Hiroshi']",Young King OURs GH, Manga, 1999 to ?,QP 
 Finished,"['Action', 'Drama', 'Seinen']", 0, #11228," 7.28, "," 8
	"," 1
	", #6418,http://myanimelist.net/manga/24878/QP_Gaiden, 284,"['Takahashi, Hiroshi']",Young King OURs GH, Manga," Sep  15, 2004",QP Gaiden 
 Finished,"['Comedy', 'Shojo', 'Sper Power', 'Spernatral']", 0, #12813," 6.71, "," 4
	"," 1
	", #13768,http://myanimelist.net/manga/493/Ra-i, 213,"['Matoh, Sanami']","
		None", Manga, 1995,Ra-i 
 Finished,"['Action', 'Adventre', 'Comedy', 'Fantasy', 'Seinen']", 0, #30234," 6.10, "," 1
	"," Unknown
	", #18087,http://myanimelist.net/manga/90047/Rabbit_Foot, 15,"['Shibano, Bancha']",Comic Alive, One-shot," Jun  27, 2014",Rabbit Foot 
 Publishing,"['Comedy', 'Slice of Life', 'Seinen']", 0, #35731," 5.00, "," Unknown
	"," Unknown
	", #23751,http://myanimelist.net/manga/73215/Rabi_Papa, 5,"['Yasda, Hiroyki']",Manga Erotics F, Manga," Mar  4, 2005 to ?",Rabi Papa 
 Finished,"['Hentai', 'School']", 0, #28289," 7.00, "," Unknown
	"," 3
	", #27382,http://myanimelist.net/manga/58419/J_Cup_Gakuen_Ninpouchou, 20,"['Tatsnami, Yotok', 'Kagami, Hiroyki']","
		None", Novel," Feb  19, 2008 to Feb  20, 2009",J Cup Gakuen Ninpouchou 
 Finished,"['Comedy', 'Romance', 'School', 'Shojo']", 0, #16779," 7.64, "," Unknown
	"," 1
	", #33786,http://myanimelist.net/manga/17179/Tabidachi_Napoleon, 104,"['Yki, Nachi']",Ribon Magazine, Manga, Not available,Tabidachi Napoleon 
 Finished,"['Mystery', 'Shonen', 'Spernatral']", 3, #13124," 7.41, "," 35
	"," 6
	", #4846,http://myanimelist.net/manga/6858/Tabi_to_Michizure, 201,"['Tana, Kanoka']",Comic Blade, Manga," Jul  29, 2006 to Feb  27, 2010",Tabi to Michizure 
 Finished,"['Romance', 'Shojo']", 0, #22824," 6.81, "," 6
	"," 1
	", #29122,http://myanimelist.net/manga/46334/Raburin_Ice_Cream, 41,"['Minase, Itsr']",Ciao, Manga, Not available,Raburin Ice Cream 
 Finished,"['Romance', 'School', 'Shojo']", 0, #27268," 6.00, "," 1
	"," Unknown
	", #31457,http://myanimelist.net/manga/25841/Tabidachi_no_Hi, 23,"
		None",Bessatsu Friend, One-shot, Not available,Tabidachi no Hi 
 Finished,"
	  ", 0, #25446," 7.50, "," Unknown
	"," 3
	", #30489,http://myanimelist.net/manga/32965/I, 29,"['Igarashi, Mikio']",Ikki, Manga, 2010 to 2014,I 
 Finished,"['Ecchi', 'Seinen']", 0, #31802," 8.00, "," Unknown
	"," 1
	", #32263,http://myanimelist.net/manga/22344/Pa-peki!_Oneesan, 13,"['Nagano, Akane']","
		None", Manga," Feb  22, 2010",Pa-peki! Oneesan 
 Finished,"
	  ", 0, #20536," 6.46, "," 8
	"," 1
	", #29874,http://myanimelist.net/manga/39725/Paco-Paco, 57,"['Nats, Otono']",Angel Club, Manga," Jun  17, 2010",Paco-Paco 
 Finished,"['Ecchi', 'Hentai']", 0, #12438," 7.00, "," 11
	"," 1
	", #10269,http://myanimelist.net/manga/13332/Paff_Paff!, 228,"['Nats, Otono']","
		None", Manga, 2008,Paff Paff! 
 Publishing,"['Sci-Fi', 'Seinen']", 0, #15687," 7.37, "," Unknown
	"," Unknown
	", #25001,http://myanimelist.net/manga/68073/Pact, 126,"['Kji, Shinnoske']",Young Magazine (Weekly), Manga," Feb  10, 2014 to ?",Pact 
 Finished,"['Drama', 'Historical', 'Romance', 'Spernatral']", 3, #11385," 7.15, "," 21
	"," 6
	", #8235,http://myanimelist.net/manga/8829/Pahanjip, 276,"['Yn, JiUn']",Issue, Manhwa, 2006 to 2008,Pahanjip 
 Finished,"['Comedy', 'Fantasy']", 0, #19145," 8.19, "," Unknown
	"," 8
	", #33953,http://myanimelist.net/manga/16470/Valkyrie_Profile_Enix_Supercomic_Gekijoh, 71,"['Kawachi, Izmi', 'Miztani, Yz', 'Hayashi, Fmino']","
		None", Manga, 2000 to 2002,Valkyrie Profile Enix Supercomic Gekijoh 
 Finished,"
	  ", 5, #9484," 7.27, "," 16
	"," 4
	", #6745,http://myanimelist.net/manga/3923/Valkyrie_Profile:_Silmeria, 395,"['Hayashi, Fmino']",Gangan Powered, Manga," Jun  22, 2006 to Feb  21, 2009",Valkyrie Profile: Silmeria 
 Finished,"['Action', 'Adventre', 'Comedy', 'Fantasy']", 3, #13306," 7.00, "," Unknown
	"," 4
	", #10310,http://myanimelist.net/manga/4231/Valkyrie_Profile:_The_Dark_Alchemist, 194,"['Aiyama, Megmi']","
		None", Manga, 2001 to ?,Valkyrie Profile: The Dark Alchemist 
 Finished,"['Action', 'Fantasy']", 0, #32733," 0.00, "," Unknown
	"," 3
	", #22990,http://myanimelist.net/manga/76029/M_no_Folklore, 11,"['Mikami, Yasaki', 'Mraji']","
		None", Novel," Jul  18, 2007 to Jan  1, 2008",M no Folklore 
 Finished,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'School', 'Harem']", 0, #28587," 0.00, "," Unknown
	"," 1
	", #23135,http://myanimelist.net/manga/75505/Valkyrie_Ragnar%C3%B6k, 19,"['Itoo, Shii', 'Kimizka, Aoi']","
		None", Novel," Mar  20, 2014",Valkyrie Ragnarök 
 Finished,"['Romance', 'Yaoi']", 0, #6784," 7.27, "," 7
	"," 1
	", #6553,http://myanimelist.net/manga/23835/M_no_Retsujou, 662,"['Hyga, Seiryo']","
		None", Manga, Not available,M no Retsujou 
 Finished,"
	  ", 0, #20038," 6.22, "," 1
	"," Unknown
	", #16911,http://myanimelist.net/manga/79269/M_no_Honkai, 61,['hal'],Comic Masyo, One-shot," Jul  24, 2014",M no Honkai 
 Finished,"['Comedy', 'Fantasy']", 2, #15767," 7.52, "," Unknown
	"," 2
	", #35960,http://myanimelist.net/manga/3925/Valkyrie_Profile_2:_Comic_Anthology_-_EX, 125,"
		None","
		None", Manga," Oct  13, 2006 to ?",Valkyrie Profile 2: Comic Anthology - EX 
 Finished,"
	  ", 1, #16840," 6.70, "," 1
	"," 1
	", #31622,http://myanimelist.net/manga/24897/M_no_Retsujou_dj_-_Yukata_de_Retsujou, 103,"['Hyga, Seiryo']","
		None", Doujinshi, Not available,M no Retsujou dj - Yukata de Retsujou 
 Finished,"
	  ", 1, #13011," 7.02, "," 4
	"," 1
	", #10006,http://myanimelist.net/manga/11274/M_no_Yoromeki, 205,"['Yokoyama, Maymi']",Betsucomi, Manga, 2003,M no Yoromeki 
 Finished,"
	  ", 0, #14271," 6.86, "," 17
	"," 1
	", #12061,http://myanimelist.net/manga/14966/M_Onna_Senka, 163,"['Izayoi, Seishin', 'Yamasaki, Masato']","
		None", Manga, Not available,M Onna Senka 
 Finished,"['Comedy', 'School', 'Shonen', 'Slice of Life']", 1, #11134," 6.88, "," Unknown
	"," 3
	", #11837,http://myanimelist.net/manga/6013/Na*Na*Ki!!, 290,"['Miztani, Yz']",Comic Rex, Manga," Mar  9, 2006 to Sep  8, 2007",Na*Na*Ki!! 
 Finished,"['Drama', 'Historical', 'Shojo']", 4, #8223," 7.27, "," 6
	"," 1
	", #6591,http://myanimelist.net/manga/6458/Nabi:_The_Prototype, 504,"['Kim, Yeon-Joo']",Issue, Manhwa, Jan 2005,Nabi: The Prototype 
 Finished,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'School', 'Shonen', 'Spernatral']", 702, #277," 8.12, "," 72
	"," 14
	", #692,http://myanimelist.net/manga/1721/Nabari_no_Ou," 12,373","['Kamatani, Yhki']",GFantasy, Manga," May  18, 2004 to Aug  18, 2010",Nabari no Ou 
 Publishing,"['Action', 'Drama', 'Historical', 'Romance', 'Shojo']", 7, #8498," 7.64, "," Unknown
	"," Unknown
	", #2641,http://myanimelist.net/manga/12998/Nabi, 476,"['Kim, Yeon-Joo']",Issue, Manhwa," Oct  25, 2006 to ?",Nabi 
 Finished,"
	  ", 0, #27972," 5.20, "," 9
	"," 1
	", #29549,http://myanimelist.net/manga/43077/Naburaretai_Watashitachi, 21,['Markido'],"
		None", Manga," Nov  24, 2007",Naburaretai Watashitachi 
 Publishing,"['Comedy', 'Romance', 'School']", 0, #29916," 0.00, "," Unknown
	"," Unknown
	", #23638,http://myanimelist.net/manga/73671/L.A.T.:_Kyuushuu!_Matsukita_Koukou_Houritsu_Soudanbu, 16,"['Peke', 'Rokonji, Heita']","
		None", Novel," Jul  3, 2014 to ?",L.A.T.: Kyuushuu! Matsukita Koukou Houritsu Soudanbu 
 Finished,"['Yaoi', 'Dojinshi']", 1, #20351," 6.76, "," 1
	"," 1
	", #34703,http://myanimelist.net/manga/12703/L-Egg, 59,"['Kjo, Aoi']","
		None", Doujinshi, 2004,L-Egg 
 Finished,"
	  ", 0, #32400," 7.00, "," Unknown
	"," 1
	", #32369,http://myanimelist.net/manga/22075/L.A.G._Complex, 12,"['Adachi, Takmi']","
		None", Manga," Oct  7, 2005",L.A.G. Complex 
 Finished,"
	  ", 2, #13813," 6.45, "," 8
	"," 1
	", #15875,http://myanimelist.net/manga/22432/Naburi:_Do_S_Joshi_Kousei_ni_Rinkan_sareru_Boku, 177,['clover'],Angel Club, Manga," Apr  1, 2006 to Apr  30, 2012",Naburi: Do S Joshi Kousei ni Rinkan sareru Boku 
 Finished,"
	  ", 1, #17903," 6.17, "," 12
	"," 1
	", #32520,http://myanimelist.net/manga/21786/L.O.F, 86,"['Saegsa, Kohak']","
		None", Manga," Apr  24, 2002 to Sep  16, 2004",L.O.F 
 Finished,"['Romance', 'Shojo']", 0, #17043," 4.95, "," 1
	"," Unknown
	", #17715,http://myanimelist.net/manga/87472/Zannen_nagara_Chigaimasu., 99,"['Aoki, Kotomi']",Cheese! Zoukan, One-shot," Dec  10, 2014",Zannen nagara Chigaimasu. 
 Finished,"
	  ", 0, #35011," 0.00, "," Unknown
	"," 1
	", #21321,http://myanimelist.net/manga/82635/Zannen_Ojou-sama_ni_wa_Ore_shika_Inai, 7,"['Toono, Nagisa', 'Misakra, Nankots']","
		None", Novel," Dec  16, 2010",Zannen Ojou-sama ni wa Ore shika Inai 
 Finished,"
	  ", 1, #13261," 6.64, "," 12
	"," 1
	", #14363,http://myanimelist.net/manga/43025/Zannen_Ouji_to_Dokuzetsu_Maid, 195,"['Tskino, Jogi']",Comic Hotmilk, Manga," Nov  1, 2008 to Jul  2, 2012",Zannen Ouji to Dokuzetsu Maid 
 Finished,"['Drama', 'Seinen']", 2, #4963," 7.38, "," 7
	"," 1
	", #5219,http://myanimelist.net/manga/3326/Zansho, 995,"['Kitoh, Mohiro']","
		None", Manga, 2004,Zansho 
 Finished,"
	  ", 0, #22428," 7.17, "," 1
	"," Unknown
	", #27525,http://myanimelist.net/manga/57689/Zannen_Ouji_to_Dokuzetsu_Ninpu, 43,"['Tskino, Jogi']",Comic Hotmilk, One-shot," Jun  1, 2013",Zannen Ouji to Dokuzetsu Ninpu 
 Finished,"['Comedy', 'School', 'Seinen']", 0, #31858," 6.00, "," 27
	"," 2
	", #18148,http://myanimelist.net/manga/89944/Zannen!_Banchou-chan, 12,"['Hayashi, Yichi']",Comic Alive, Manga," Jun  27, 2013 to Aug  27, 2014",Zannen! Banchou-chan 
 Finished,"['Romance', 'Shojo', 'Psychological']", 3, #9171," 6.38, "," 1
	"," Unknown
	", #16264,http://myanimelist.net/manga/42783/S_no_Kaikoroku, 417,"['Ogra, Akane']",Aka Lala, One-shot, 2012,S no Kaikoroku 
 Finished,"['Shojo', 'Spernatral']", 0, #34117," 7.00, "," 1
	"," Unknown
	", #26017,http://myanimelist.net/manga/63897/S_no_Shouzou, 9,"['Kikdzki, Ren']",Princess, One-shot," Jul  5, 2013",S no Shouzou 
 Finished,"['School', 'Shonen Ai']", 0, #28878," 7.00, "," 28
	"," 8
	", #34707,http://myanimelist.net/manga/12689/S_Kyuu_Hero!, 19,"['Sena, Masaya']",Ichiraci, Manga," Feb  20, 2003 to Jan  20, 2006",S Kyuu Hero! 
 Finished,"['Romance', 'Josei']", 0, #14544," 7.38, "," 10
	"," 2
	", #5123,http://myanimelist.net/manga/71545/S_Love, 155,"['Mitski, Kako']",Petit Comic, Manga," Feb  8, 2014 to Oct  8, 2014",S Love 
 Finished,"['Comedy', 'Seinen']", 12, #3750," 7.32, "," 35
	"," 7
	", #5892,http://myanimelist.net/manga/21299/O_A," 1,329","['Watarai, Keiji']",Young Ace, Manga," Nov  4, 2009 to Sep  4, 2012",O/A 
 Finished,"
	  ", 0, #24352," 5.77, "," 2
	"," Unknown
	", #21986,http://myanimelist.net/manga/79783/Oaiko, 33,"['Urjima, Call']",Comic Shitsuraku-ten, Manga," Jun  17, 2013 to Aug  17, 2013",Oaiko 
 Finished,"['Romance', 'Yaoi']", 0, #7197," 6.85, "," 7
	"," 1
	", #12208,http://myanimelist.net/manga/2217/Oaji_wa_Dou_desu_ka, 611,"['Sakra, Haiji']","
		None", Manga, Jun 2003,Oaji wa Dou desu ka? 
 Finished,"
	  ", 1, #15876," 6.80, "," 10
	"," 1
	", #12741,http://myanimelist.net/manga/29535/Oasis, 122,['Hatch'],Manga Aiki, Manga," Apr  24, 2006 to Jan  17, 2007",Oasis 
 Finished,"
	  ", 2, #8125," 7.02, "," 4
	"," 1
	", #10029,http://myanimelist.net/manga/3152/Oasis_Project, 513,"['Ooya, Kazmi']","
		None", Manga, 2003,Oasis Project 
 Finished,"['Historical', 'Seinen']", 0, #30140," 5.00, "," Unknown
	"," 5
	", #30916,http://myanimelist.net/manga/29597/Yagyu, 16,"['Tomi, Shinzo']","
		None", Manga, 2001 to ?,Yagyu 
 Finished,"['Game', 'Shonen']", 0, #16444," 6.57, "," 1
	"," Unknown
	", #14967,http://myanimelist.net/manga/73855/Yahabe, 110,"['Takei, Hiroyki']",Jump SQ, One-shot," Aug  4, 2012",Yahabe 
 Finished,"['Action', 'Adventre', 'Historical', 'Martial Arts', 'Samrai', 'Shonen Ai', 'Seinen']", 0, #10859," 6.42, "," 5
	"," 1
	", #16035,http://myanimelist.net/manga/29845/Yagyuu_Hijouken_Samon, 305,"['Tabata, Yoshiaki', 'Ygo, Yki', 'Keiichiro, Ry']",Comic Bunch, Manga," Mar  2, 2007 to Jun  19, 2009",Yagyuu Hijouken Samon 
 Publishing,"['Comedy', 'School', 'Seinen']", 5, #11586," 7.44, "," Unknown
	"," Unknown
	", #4453,http://myanimelist.net/manga/79943/Yahari_4-koma_demo_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru., 265,"['Taneda, Yta']",Manga 4-koma Palette, Manga," Mar  22, 2013 to ?",Yahari 4-koma demo Ore no Seishun Love Comedy wa Machigatteiru. 
 Finished,"
	  ", 0, #29357," 5.83, "," 1
	"," Unknown
	", #19287,http://myanimelist.net/manga/87836/Uchi_no_Ane_wa_Namakemono, 17,['Agata'],Comic Shingeki, One-shot," Feb  24, 2015",Uchi no Ane wa Namakemono 
 Publishing,"
	  ", 0, #32472," 0.00, "," Unknown
	"," Unknown
	", #18487,http://myanimelist.net/manga/89344/Uchi_no_Ani_no_Renai_Jijou, 11,"['Sagami, Waka']",Magazine Be x Boy, Manga," May  7, 2015 to ?",Uchi no Ani no Renai Jijou 
